city,body_type,Kms_Driven,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Mileage,Engine_Displacement,Max Power,Color,Engine Type,Max Torque,No of Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed
Delhi,Hatchback,50000,Maruti,Maruti Alto K10,2017,3946,VXI,280000,2017,Third Party insurance,Petrol,5,HR16,First Owner,Manual,23.95,998,67.05bhp@6000rpm,Others,K Series Petrol Engine,90Nm@3500rpm,3.0,DOHC,MPFi,73.0 X 89.4 mm,No,No,3545,1515,1475,2360,1295,1290,779,1210,5 Speed,Front Wheel Drive,Power,4.6,Ventilated Disc,Drum,"Tubeless,Radial",0,5.0,184.0,177.0,10.5:1,13.3,145
Delhi,Hatchback,62113,Maruti,Maruti Baleno,2017,3962,1.2 Delta,524000,Oct 2017,Third Party insurance,Petrol,5,DL12,Second Owner,Manual,21.4,1197,83.1bhp@6000rpm,Silver,VVT Petrol Engine,115Nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1745,1510,2520,1515,1525,870,1340,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,339.0,10.5:1,12.36,180
Delhi,SUV,2300,Hyundai,Hyundai Creta,2023,10530,SX,1650000,May 2023,Comprehensive,Petrol,5,DL3C,First Owner,Manual,18.9,1497,113.18bhp@6300rpm,Black,1.5 L MPi Petrol,143.8Nm@4500rpm,4.0,DOHC,MPi,73.0 X 89.4 mm,No,No,4300,1790,1635,2610,1490,1495,1430,1490,6-speed,Front Wheel Drive,Power,5.1,Disc,Disc,"Tubeless, Radial",17,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,Sedan,120000,Toyota,Toyota Corolla Altis,2013,6151,1.8 VL AT,450000,2013,Third Party insurance,Petrol,5,DL10,Third Owner,Automatic,14.53,1794,138.1bhp@6400rpm,Others,DOHC Dual VVT-i Petrol En,173Nm@4000rpm,4.0,DOHC,EFI(Electronic Fuel Injection),73.0 X 89.4 mm,No,No,4620,1776,1475,2700,1530,1535,1370,1490,7 Speed,Front Wheel Drive,Power,5.3,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4.0,184.0,475.0,10.5:1,10.42,170
Delhi,Hatchback,120000,Tata,Tata Tiago,2018,2981,1.05 Revotorq XT,315000,2018,Third Party insurance,Diesel,5,HR51,Second Owner,Manual,27.28,1047,69bhp@4000rpm,Others,Revotorq Engine,140Nm@1800-3000rpm,3.0,DOHC,CRDi,75 X 79 mm,Yes,No,3746,1647,1535,2400,1400,1420,1060,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,Tubeless,0,5.0,184.0,242.0,16:1,16.29,150
Delhi,SUV,5000,Volvo,Volvo XC40,2022,7535,T4 R-Design,4400000,Oct 2022,Comprehensive,Petrol,5,GJ01,First Owner,Automatic,18.9,1969,187.40bhp,White,2.0 litre petrol Engine,300Nm,4.0,undefined,MPFI,73.0 X 89.4 mm,No,No,4425,2034,1652,2702,1601,1626,1640,1490,8 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5.0,184.0,460.0,10.5:1,12.9,180
Delhi,Sedan,60000,Hyundai,Hyundai Verna,2018,5967,VTVT 1.6 SX,750000,2018,Third Party insurance,Petrol,5,DL8C,Second Owner,Manual,17.0,1591,121.3bhp@6400rpm,Others,VTVT Petrol Engine,151Nm@4850rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,4440,1729,1475,2600,1490,1495,1228,1490,6 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,Tubeless,16,4.0,184.0,480.0,10.5:1,11.31,170
Delhi,Hatchback,30000,Maruti,Maruti Baleno,2021,6779,Zeta,635000,2021,Third Party insurance,Petrol,5,DD8L,First Owner,Manual,21.01,1197,81.80bhp@6000rpm,Others,1.2L VVT Engine,113Nm@4200rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1745,1510,2520,1505,1515,1103,1340,5 Speed,Front Wheel Drive,Electric,4.9,Disc,Drum,"Tubeless,Radial",16,5.0,184.0,339.0,10.5:1,12.36,170
Delhi,SUV,67000,Jeep,Jeep Compass,2018,5929,2.0 Limited,1110000,Nov 2018,Comprehensive,Diesel,5,HR26,First Owner,Manual,17.1,1956,170bhp@3750rpm,Grey,2.0-Litre 4-Cyl Multijet II Engine,350Nm@1750-2500rpm,4.0,DOHC,CRDI,73.0 X 89.4 mm,Yes,No,4395,1818,1640,2636,1490,1495,1103,1490,6 Speed,4x2,Power,5.1,Disc,Discs,"Radial, Tubless",17,5.0,184.0,408.0,10.5:1,12.9,170
Delhi,Hatchback,86183,Hyundai,Hyundai Grand i10,2016,1550,Asta Option,450000,Mar 2017,Zero Dep,Petrol,5,DL1C,First Owner,Manual,18.9,1197,82bhp@6000rpm,Red,Kappa VTVT Petrol Engine,114Nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3765,1660,1520,2425,1479,1493,935,1490,5 Speed,Front Wheel Drive,Power,4.8,Disc,Drum,Tubeless,14,5.0,184.0,352.0,10.5:1,12.9,165
Delhi,Sedan,70000,Toyota,Toyota Etios,2013,2208,VD,260000,2013,Third Party insurance,Diesel,5,MP30,First Owner,Manual,23.59,1364,67.04bhp@3800rpm,Others,D-4D Diesel Engine,170Nm@1800-2400rpm,4.0,SOHC,Common Rail Direct Injection,73.0 X 89.4 mm,Yes,No,4265,1695,1510,2550,1490,1495,1020,1490,5 Speed,Front Wheel Drive,Power,4.9,Ventilated Disc ,Drum,"Tubeless,Radial",15,4.0,184.0,595.0,10.5:1,12.9,170
Delhi,Hatchback,88991,Maruti,Maruti Swift,2013,10403,VXI,346000,May 2013,Third Party insurance,Petrol,5,UP80,First Owner,Manual,22.38,1197,88.50bhp@6000rpm,White,K Series Dual jet,113Nm@4400rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3845,1735,1530,2450,1530,1530,1103,1335,5-Speed,Front Wheel Drive,Electric,4.8,Disc,Drum,"Radial, Tubeless",0,5.0,184.0,268.0,10.5:1,12.9,170
Delhi,SUV,18000,BMW,BMW X4,2019,6765,M Sport X xDrive20d,5260000,Jul 2019,Comprehensive,Diesel,5,HR26,Second Owner,Automatic,16.55,1995,187.74bhp@4000rpm,Blue,TwinPower Turbo 4-cylinder engine,400Nm@1750-2500rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Twin,No,4752,1918,1621,2864,1620,1666,1770,1490,8-Speed Steptronic,4WD,Power,5.1,Disc,Disc,"Tubeless,Runflat",19,5.0,184.0,352.0,10.5:1,8.0,213
Delhi,SUV,55000,Jeep,Jeep Compass,2019,9064,1.4 Longitude Plus AT,1475000,Mar 2019,Comprehensive,Petrol,5,UP16,First Owner,Automatic,14.1,1368,160.77bhp@3750rpm,Black,1.4-Litre 4-Cyl Multiair Engine,250Nm@1750-2500rpm,4.0,DOHC,CRDI,73.0 X 89.4 mm,Yes,No,4395,1818,1640,2636,1490,1495,1103,1490,7 Speed,4x2,Power,5.1,Disc,Discs,"Radial, Tubless",18,5.0,184.0,408.0,10.5:1,9.99,186
Delhi,Hatchback,62657,Maruti,Maruti S-Presso,2021,7489,VXI CNG 2019-2020,479000,Nov 2021,Third Party insurance,CNG,4,HR87,First Owner,Manual,31.2,998,58.33bhp@5500rpm,Silver,K10B,78Nm@3500rpm,3.0,DOHC,MPFI,73.0 X 79.5,No,No,3565,1520,1564,2380,1490,1495,1103,1170,5-Speed,Front Wheel Drive,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",0,5.0,184.0,352.0,11.0:1,12.9,170
Delhi,Hatchback,16452,Renault,Renault KWID,2017,5431,1.0 AMT RXT,300000,Sept 2017,Comprehensive,Petrol,5,HR29,First Owner,Automatic,24.04,999,67bhp@5500rpm,Silver,Petrol Engine,91Nm@4250rpm,3.0,DOHC,MPFi,73.0 X 89.4 mm,No,No,3679,1579,1478,2422,1490,1495,730,1490,5 Speed,Front Wheel Drive,Power,4.9,Disc,Drum,"Tubeless,Radial",0,5.0,184.0,300.0,10.5:1,17.44,159
Delhi,Sedan,40000,Mercedes-Benz,Mercedes-Benz CLA,2017,5518,200 CGI Sport,2475000,Jul 2017,Comprehensive,Petrol,5,HP12,Second Owner,Automatic,15.04,1991,183bhp@5500rpm,White,In Line Petrol Engine,300Nm@1200-4000rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Yes,No,4630,1777,1432,2699,1549,1547,1510,1955,7 Speed,Front Wheel Drive,Power,5.5,Disc,Disc,"Tubeless,Radial",17,4.0,184.0,470.0,10.5:1,7.8,235
Delhi,Hatchback,31029,Tata,Tata Tiago,2022,8725,XZ Plus CNG BSVI,740000,Mar 2022,Zero Dep,CNG,5,DL2C,First Owner,Manual,18.9,1199,72bhp@6000rpm,Silver,1.2 L i-CNG,95Nm@3500rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3765,1677,1535,2400,1490,1495,1030,1490,5-Speed,Front Wheel Drive,Electric,5.1,Disc,Drum,"Tubeless, Radial",0,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,Hatchback,40000,Maruti,Maruti Swift,2018,6324,VXI 2018,450000,2018,Third Party insurance,Petrol,5,UP32,Second Owner,Manual,22.0,1197,81.80bhp@6000rpm,Others,VTVT Engine,113Nm@4200rpm,4.0,DOHC,MPFi,73 x 72 mm,No,No,3840,1735,1530,2450,1530,1530,1103,1315,5,Front Wheel Drive,Power,5.1,Disc,Drum,Tubeless,0,5.0,184.0,268.0,10.5:1,12.9,170
Delhi,Hatchback,46724,Hyundai,Hyundai i20,2014,1654,Sportz 1.2,403000,Apr 2014,Comprehensive,Petrol,5,HR26,Second Owner,Manual,18.5,1197,82.85bhp@6000rpm,Silver,Kappa VTVT Petrol Engine,113.7Nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1710,1505,2525,1505,1503,1040,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",14,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,Sedan,86000,Mercedes-Benz,Mercedes-Benz C-Class,2011,4701,C 200 CGI,750000,Dec 2011,Third Party insurance,Petrol,5,DL86,First Owner,Automatic,14.74,1991,184bhp@5500rpm,Silver,In-Line Engine,300Nm@1200-4000rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Yes,No,4686,2020,1442,2840,1588,1570,1545,2030,9 Speed,RWD,Power,5.61,Disc,Disc,"Tubeless, Radial",17,4.0,184.0,480.0,10.5:1,7.3,235
Delhi,SUV,40000,Mahindra,Mahindra XUV500,2015,3807,W10 2WD,800000,2015,Third Party insurance,Diesel,7,WB02,First Owner,Manual,16.0,2179,140bhp@3750rpm,Others,mHawk Diesel Engine,330Nm@1600-2800rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Yes,No,4585,1890,1785,2700,1490,1495,2010,2510,6 Speed,Front Wheel Drive,Power,5.6,Disc,Disc,Tubeless Tyres,17,5.0,184.0,720.0,10.5:1,10.0,185
Delhi,Sedan,80000,Toyota,Toyota Camry,2015,2107,Hybrid,1425000,2015,Third Party insurance,Petrol,5,HR26,First Owner,Automatic,19.16,2494,157.7bhp@5700rpm,Others,2AR-FXE Petrol Engine ,213Nm@4500rpm,4.0,DOHC,EFI,73.0 X 89.4 mm,No,No,4850,1825,1480,2775,1580,1570,1635,2100,6 Speed,Front Wheel Drive,Power,5.5,Ventilated Disc,Solid Disc,"Tubeless,Radial",17,4.0,184.0,436.0,10.5:1,10.8,200
Delhi,Sedan,70000,Toyota,Toyota Camry,2015,2107,Hybrid,1425000,2015,Third Party insurance,Petrol,5,WB02,First Owner,Automatic,19.16,2494,157.7bhp@5700rpm,White,2AR-FXE Petrol Engine ,213Nm@4500rpm,4.0,DOHC,EFI,73.0 X 89.4 mm,No,No,4850,1825,1480,2775,1580,1570,1635,2100,6 Speed,Front Wheel Drive,Power,5.5,Ventilated Disc,Solid Disc,"Tubeless,Radial",17,4.0,184.0,436.0,10.5:1,10.8,200
Delhi,Sedan,60000,Honda,Honda City,2016,1279,i VTEC V,660000,Jan 2017,Comprehensive,Petrol,5,HP34,First Owner,Manual,17.4,1497,117.3bhp@6600rpm,Grey,i VTEC Engine,145Nm@4600rpm,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,4440,1695,1495,2600,1480,1465,1049,1490,5 Speed ,Front Wheel Drive,Power,5.3,Disc,Drum,"Tubeless,Radial",15,4.0,184.0,510.0,10.3:1,10.0,195
Delhi,Hatchback,60000,Maruti,Maruti Wagon R,2009,4339,LXI Minor,150000,2009,Third Party insurance,Petrol,5,WB02,First Owner,Manual,18.9,1061,67bhp@6200rpm,Others,FC Petrol Engine,84Nm@3500rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3595,1475,1700,2400,1295,1290,870,1350,5 Speed,Front Wheel Drive,Power,4.6,Ventilated Disc,Drum,"Tubeless, Radial",13,4.0,184.0,352.0,10.5:1,12.9,170
Delhi,Hatchback,80000,Maruti,Maruti Celerio,2015,3989,ZDi,220000,2015,Third Party insurance,Diesel,5,DL6C,Fourth Owner,Manual,27.62,793,47bhp@3500rpm,Others,DDiS Diesel Engine,125Nm@2000rpm,2.0,SOHC,CRDi,77.0 X 85.1 mm,No,No,3600,1600,1560,2425,1420,1410,880,1310,5 Speed ,Front Wheel Drive,Power,4.7,Ventilated Disc,Drum,"Tubeless, Radial",0,5.0,184.0,235.0,15.0:1,21.9,130
Delhi,SUV,90000,Ford,Ford Endeavour,2019,916,3.2 Titanium AT 4X4,2800000,May 2019,Comprehensive,Diesel,7,HP52,First Owner,Automatic,10.91,3198,197bhp@3000rpm,Grey,Diesel Engine,470Nm@1750-2500rpm,4.0,DOHC,TDCi,73.0 X 89.4 mm,Yes,No,4892,1860,1837,2850,1475,1470,1879,1490,6 Speed,4WD,Power,5.1,Disc,Disc,"Tubeless,Radial",18,5.0,184.0,352.0,10.5:1,10.86,160
Delhi,Hatchback,71727,Hyundai,Hyundai Grand i10 Nios,2021,7717,Sportz CNG,676000,Feb 2021,Third Party insurance,CNG,5,UP13,First Owner,Manual,18.9,1197,68.05bhp@6000rpm,Silver,1.2 Kappa petrol,95.2nm@4000rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3805,1680,1520,2450,1490,1495,1100,1490,5-Speed,Front Wheel Drive,Electric,5.1,Disc,Drum,"Tubeless, Radial",13,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,Sedan,73000,Mercedes-Benz,Mercedes-Benz E-Class,2013,4611,E250 CDI Avantgarde,1125000,Nov 2013,Comprehensive,Diesel,5,HR26,First Owner,Automatic,14.21,2143,203bhp@4200rpm,Grey,4-in-line,500Nm@1600-1800rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,Yes,No,4868,1854,1471,2874,1585,1604,1800,1490,5 Speed,Rear Wheel Drive with ESP,Power,5.6,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4.0,184.0,352.0,16.2+/-2:1,7.5,170
Delhi,SUV,85482,Honda,Honda WR-V,2017,5668,i-VTEC VX,686000,Jul 2017,Third Party insurance,Petrol,5,HR51,First Owner,Manual,17.5,1199,88.7bhp@6000rpm,White,i-VTEC Petrol Engine,110Nm@4800rpm,4.0,SOHC,MPFi,73.0 X 89.4 mm,No,No,3999,1734,1601,2555,1490,1495,1103,1490,5 Speed,Front Wheel Drive,Electric,5.3,Ventilated Disc,Drum,"Tubeless,Radial",16,5.0,184.0,352.0,10.5:1,15.31,164
Delhi,SUV,54500,Mercedes-Benz,Mercedes-Benz GLA,2016,6110,4MATIC,2300000,Nov 2016,Comprehensive,Petrol,5,DL01,Second Owner,Automatic,12.33,1991,375.48bhp@6000rpm,Red,Petrol Engine,475Nm@2250-5000rpm,4.0,DOHC,Direct Injection,83.0 x 92.0mm,Yes,No,4455,2022,1474,2699,1568,1569,1103,1490,7 Speed 7G-DCT,All Wheel Drive,Power,5.92,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",19,5.0,184.0,421.0,10.5:1,4.4,250
Delhi,Hatchback,60000,Maruti,Maruti Celerio,2016,3984,Green VXI,260000,2016,Third Party insurance,CNG,5,DL1C,Second Owner,Manual,31.79,998,58.2bhp@6000rpm,Others,K10B Engine ,78Nm@3500rpm,3.0,DOHC,Intelligent-Gas Port Injection,73 X 82 mm,No,No,3600,1600,1560,2425,1420,1410,915,1350,5 Speed ,Front Wheel Drive,Power,4.7,Ventilated Disc,Drum,"Tubeless, Radial",0,5.0,184.0,235.0,11.0:1,15.05,150
Delhi,Sedan,89581,Hyundai,Hyundai Verna,2017,1775,1.6 SX VTVT,798000,Feb 2018,Zero Dep,Petrol,5,HR26,First Owner,Manual,17.01,1591,121.3bhp@6300rpm,Silver,VTVT Petrol Engine,154.9Nm@4200rpm,4.0,DOHC,MPFI,77.0 X 85.44 mm,No,No,4375,1700,1475,2570,1490,1495,1290,1490,5 Speed,Front Wheel Drive,Power,5.2,Disc ,Drum,Tubeless,16,4.0,184.0,465.0,10.5:1,10.5,196
Delhi,Sedan,110000,Skoda,Skoda Rapid,2014,3189,1.6 MPI AT Ambition Plus,275000,2014,Third Party insurance,Petrol,5,DL11,Second Owner,Automatic,14.3,1598,103.6bhp@5250rpm,Others,In-Line Petrol Engine,153Nm@3800rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,4386,1699,1466,2552,1490,1495,1180,1720,6 Speed,Front Wheel Drive,Power,5.3,Disc,Drum,"Tubeless,Radial",14,4.0,184.0,352.0,10.5:1,12.9,170
Delhi,SUV,79500,Mercedes-Benz,Mercedes-Benz GLS,2016,6341,350d Grand Edition,4890000,Dec 2016,Comprehensive,Diesel,7,UP01,First Owner,Automatic,11.0,2987,258bhp@3400rpm,White,V-Type Engine,620Nm@1600-2400rpm,6.0,DOHC,CDI,73.0 X 89.4 mm,Yes,No,5130,2141,1850,3075,1655,1675,2455,3250,9 Speed,All Wheel Drive,Power,5.1,Ventilated Disc,Disc,"Tubeless,Radial",20,5.0,184.0,352.0,10.5:1,7.8,222
Delhi,Sedan,69164,Toyota,Toyota Etios,2011,2191,V,250000,Jun 2011,Third Party insurance,Petrol,5,UP80,Second Owner,Manual,17.6,1496,81.80bhp@6000rpm,Silver,In-Line Engine,90Nm@3500rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1734,1530,2520,1490,1495,920,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",15,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,SUV,28000,Honda,Honda CR-V,2016,1316,2.0L 2WD AT,1450000,Dec 2016,Comprehensive,Petrol,5,DL09,First Owner,Automatic,13.7,1997,153.86bhp@6500rpm,White,i-VTEC Petrol Engine,190Nm@4300rpm,4.0,SOHC,PGM-FI (Programmed Fuel Injection),73.0 X 89.4 mm,No,No,4545,1820,1685,2620,1565,1565,1505,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Disc,"Tubeless,Radial",17,5.0,184.0,589.0,10.5:1,10.0,190
Delhi,SUV,66175,Maruti,Maruti Vitara Brezza,2018,4300,ZDi Plus,787000,Jul 2018,Comprehensive,Diesel,5,HR87,First Owner,Manual,24.3,1248,88.5bhp@4000rpm,Silver,DDiS 200 Diesel Engine,200Nm@1750rpm,4.0,DOHC,CRDi,69.6 X 82,Yes,No,3995,1790,1640,2500,1490,1495,1200,1680,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",16,5.0,184.0,328.0,10.5:1,12.36,172
Delhi,SUV,22000,Porsche,Porsche Macan,2020,10974,S,7500000,Nov 2020,Comprehensive,Petrol,5,HP01,Second Owner,Automatic,18.9,2894,375.48bhp@5200-6700rpm,Black,Twin-Turbocharged Engine,520Nm@1850-5000rpm,6.0,DOHC,MPFI,84.5X 86.0mm,Yes,No,4726,2097,1624,2807,1490,1495,1930,2580,7-speed PDK,All Wheel Drive,Power,5.1,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",20,5.0,184.0,458.0,10.5:1,12.9,259
Delhi,Sedan,47001,Tata,Tata Tigor,2017,5676,1.2 Revotron XZ,484999,Sept 2017,Comprehensive,Petrol,5,DL3C,First Owner,Manual,20.3,1199,84bhp@6000rpm,ESPRESO_BRWN,Revotron Engine,114Nm@3500rpm,3.0,DOHC,MPFi,77 X 85.8 mm,No,No,3992,1677,1537,2450,1400,1420,1052,1490,5 Speed,Front Wheel Drive,Power,5.1,Disc,Drum,"Tubeless,Radial",15,4.0,184.0,352.0,10.8:1,12.9,170
Delhi,SUV,145000,Toyota,Toyota Fortuner,2016,7618,2.8 4WD AT,1714999,Sept 2016,Comprehensive,Diesel,7,DL2C,First Owner,Automatic,15.04,2755,174.5bhp@3400rpm,White,1-GD FTV Engine,450Nm@1600-2400rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,Yes,No,4795,1855,1835,2745,1490,1495,2280,1490,6 Speed,4WD,Power,5.8,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5.0,184.0,352.0,10.5:1,12.14,157
Delhi,Sedan,19000,Mercedes-Benz,Mercedes-Benz E-Class,2021,8407,Exclusive E 200 BSVI,6100000,Mar 2021,Comprehensive,Petrol,5,PB70,First Owner,Automatic,15.0,1991,194.44bhp@5500-6100rpm,White,In-Line 4 Cylinder Petrol Engine,320Nm@1650-4000rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,No,No,5075,2065,1495,3079,1595,1597,1635,1490,9 Speed,RWD,Electric,6.0,Ventilated Disc,Disc,"Tubeless,Radial",17,4.0,184.0,540.0,10.5:1,7.6,240
Delhi,Sedan,43600,Audi,Audi A4,2015,18,2.0 TDI Premium Plus,1200000,Jan 2015,Third Party insurance,Diesel,5,UP16,Second Owner,Automatic,17.11,1968,174.33bhp@4200rpm,Red,TDI Diesel Engine,380Nm@1750-2500rpm,4.0,DOHC,CRDI,73.0 X 89.4 mm,Yes,No,4701,2040,1427,2808,1564,1551,1595,2055,8 Speed,Front Wheel Drive,Power,5.8,Ventilated Disc,Disc,"Tubeless,Radial",17,4.0,184.0,480.0,10.5:1,7.9,222
Delhi,Hatchback,63521,Hyundai,Hyundai Grand i10,2016,1533,Sportz CNG,425000,Apr 2016,Comprehensive,Petrol,5,UP14,First Owner,Manual,25.0,1197,82bhp@6000rpm,Maroon,Kappa VTVT Petrol Engine,114Nm@4000rpm,4.0,DOHC,DEDST,73.0 X 89.4 mm,No,No,3765,1660,1520,2425,1479,1493,935,1490,5 Speed,Front Wheel Drive,Power,4.8,Disc,Drum,Tubeless,0,5.0,184.0,352.0,10.5:1,12.9,165
Delhi,Sedan,18021,Maruti,Maruti Swift Dzire,2021,7709,VXI BSVI,700000,Nov 2021,Comprehensive,Petrol,5,UP16,First Owner,Manual,22.41,1197,88.50bhp@6000rpm,White,In-Line Engine,113Nm@4400rpm,4.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3995,1735,1515,2450,1490,1495,1103,1335,5 Speed,Front Wheel Drive,Electric,4.8,Disc,Drum,"Tubeless, Radial",0,4.0,160.0,378.0,10.5:1,12.9,170
Delhi,Hatchback,90000,Maruti,Maruti Wagon R,2008,4344,LX BSIII,61000,2008,Third Party insurance,Petrol,5,DL9C,First Owner,Manual,17.3,1061,"64@6,200 (PS@rpm)",Others,In-Line Engine,"8.6@3,500 (kgm@rpm)",4.0,DOHC,MPFI,68.5 x 72 mm,No,No,3520,1475,1660,2360,1295,1290,825,1250,5 Speed,Front Wheel Drive,Manual,5.1,Disc,Drum,"Tubeless, Radial",13,5.0,184.0,352.0,9.0:1,16.6,154
Delhi,SUV,38000,Mercedes-Benz,Mercedes-Benz G,2021,7194,G 350d,24500000,Apr 2021,Comprehensive,Diesel,5,CH01,First Owner,Automatic,8.13,2925,281.61bhp@3400-4600rpm,White,L6 diesel Engine,600Nm@1200-3200rpm,6.0,DOHC,MPFI,98.0 x 90.5 mm,Yes,No,4606,1976,1969,2850,1501,1501,1103,1490,9G-TRONIC,All Wheel Drive,Power,13.51,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",20,5.0,184.0,480.0,15.5:1,4.5,199
Delhi,Hatchback,39076,Ford,Ford Figo,2021,7594,Titanium,711000,Mar 2021,Third Party insurance,Petrol,5,DL12,First Owner,Manual,18.5,1194,94.93bhp@6500rpm,Silver,Ti-VCT Petrol Engine,119Nm@4250rpm,3.0,DOHC,Direct Injection,73.0 X 89.4 mm,No,No,3941,1704,1525,2490,1490,1495,1103,1490,5 Speed,Front Wheel Drive,Electric,4.9,Ventilated Disc,Drum,Tubeless,15,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,SUV,36000,Mercedes-Benz,Mercedes-Benz GLC,2020,6837,200,5250000,Dec 2020,Comprehensive,Petrol,5,DL09,First Owner,Automatic,12.74,1991,197bhp@5500-6100rpm,Black,M 264 petrol engine,320nm@1650-4000rpm,4.0,DOHC,EFI,73.0 X 89.4 mm,No,No,4658,1890,1644,2873,1490,1495,1585,2360,9 speed Tronic,All Wheel Drive,Power,5.1,Disc,Disc,"Tubeless,Radial",19,5.0,184.0,550.0,10.5:1,12.9,217
Delhi,Hatchback,106848,Maruti,Maruti Celerio,2018,10362,VXI CNG,423000,Oct 2018,Zero Dep,CNG,5,DL14,First Owner,Manual,18.9,998,55.92bhp@5300rpm,Silver,K10C,82.1Nm@3400rpm,3.0,DOHC,MPFI,73.0 X 89.4 mm,No,No,3695,1655,1555,2435,1430,1440,905,1320,5-Speed,Front Wheel Drive,Electric,5.1,Ventilated Disc,Drum,"Tubeless, Radial",0,5.0,184.0,352.0,10.5:1,12.9,170
Delhi,MUV,105000,Toyota,Toyota Innova Crysta,2017,7315,2.4 ZX MT,1500000,Mar 2017,Third Party insurance,Diesel,7,UP16,First Owner,Manual,13.68,2393,147.51bhp@3400rpm,White,2-GD FTV Engine,343Nm@1400-2800rpm,4.0,DOHC,CRDi,3.62 X 4.08 mm,Yes,No,4735,1830,1795,2750,1530,1530,1920,2490,5 Speed,RWD,Power,5.4,Disc,Drum,"Tubeless,Radial",17,5.0,178.0,352.0,10.5:1,12.9,170
Delhi,Convertibles,6500,Mini,Mini Cooper Convertible,2020,5182,S,4450000,Aug 2020,Third Party insurance,Petrol,4,DL3F,Second Owner,Automatic,16.72,1998,189.08bhp@5000-6000rpm,Green,Petrol Engine,280Nm@1250rpm,4.0,DOHC,Direct Injection,73.0 X 89.4 mm,No,No,3850,1727,1415,2495,1485,1485,1370,1765,7 Speed,Two Wheel Drive,Power,5.1,Disc,Disc,Runflat Tyres,16,2.0,184.0,352.0,10.5:1,7.1,228
Delhi,Hatchback,111237,Hyundai,Hyundai i10,2010,1568,Magna,140000,May 2010,Third Party insurance,Petrol,5,HR26,Second Owner,Manual,20.36,1197,78.9bhp@6000rpm,Silver,Kappa Petrol Engine,111.7Nm@4000rpm,4.0,DOHC ,MPFI,71 x 75.6 mm,No,No,3585,1595,1550,2380,1400,1385,930,1490,5 Speed,Front Wheel Drive,Power,5.1,Ventilated Disc,Drum,"Tubeless,Radial",13,4.0,184.0,352.0,10.5:1 ,12.9,170
